clean_text,emotion_label,stress_label
sedih bacanya tapi tidak apa terima kasih ya denise,sad,0.65
anxious banget sebelum meeting tadi hari ini bareng teman,anxious,0.93
merasa sendirian akhir akhir ini agak random sih bareng teman sendiri,sad,0.58
bagus tapi mau marah,angry,0.87
ada dengar ceramah ustaz nih pasal riak macam kalau kita pergi rumah orangkan kita nak salat sunat tapi takut riak teruskan salat jangan tinggal ke ranah kalau kita tinggalkan salat ke ranah riak itu adalah riak,neutral,0.34
karena tau rasa kesepian manusia akan menjadi lebih baik karena tau rasa sedih manusia akan menjadi kuat princess tutu,neutral,0.27
baru bangun puji tuhan dapat kabar baik tentang jimin,happy,0.16
aku cuma ingin istirahat sebentar sih tadi pagi,sad,0.65
harus bahagia,neutral,0.23
cemas memikirkan masa depan sumpah di kantor sama dia,anxious,0.84
jangan menoleh kebelakang dan lihatlah ke depan saja cobalah yang terbaik dan kamu dapat mengubah nasibmu,neutral,0.2
eco farming punya cerita salam tani makmur,neutral,0.39
pagi nih semangat ya,happy,0.05
cemas memikirkan masa depan serius di rumah,anxious,0.73
pas cheongsan peluk onjo demi allah saya sampai teriak jangan pergi alah terus menangis pas namra mau gigit onjo tetapi tidak jadi itu kan namra teriak frustasi banget sampai merinding saya karena tak tau ya sedih begitu pas anak menyamper namra di rooftop saya menangis,sad,0.68
fauzan yang mendengarkan kemurkaan sang ayah ketika dirinya mengutarakan mimpinya merasa kecewa ia pikir dirinya tak akan disuruh mengikuti ego sang ayah seperti kakaknya ronan yang dipatahkan jua mimpinya untuk menjadi seorang pemusik,neutral,0.28
senyum sendiri pas ingat kejadian tadi sumpah bareng teman sama teman kantor,happy,0.16
tai kamu goblok bangsat,angry,0.85
masih sepi bikin dingin kesepian eakk,sad,0.53
pekan telah tiba tim arema fc akan bertemu dengan tim asal ibu kota persija jakarta duel seru kali ini tentu tidak mudah untuk kedua tim karena arema fc harus melawan persija yang membawa misi balas dendam kekalahan di putaran pertama,neutral,0.32
maaf tapi sayang tidak dulu deh opini nya kak tidak masuk di akal dan hati nurani soalnya ya kalau sekali dua kali adalah tidak apa apa kalau tiap pagi hem mending aku rusak hubungan daripada terus trusan menahan emosi jiwa melawan rekanan tak tau diri,angry,0.89
hargailah orang yang mencintaimu karena saat ia telah pergi darimu hanya sesal saja yang tersisa,neutral,0.3
saya terlalu ingin tahu seharusnya saya tidak tau jadi tau tapi mau bagaimana lagi pas tau rasanya benci banget sama dia tapi di satu sisi saya kasihan harus bagaimana juga tak tau jadi ini hanya rasa kasihan saja,sad,0.71
ayo semangat jaga kesehatan maka minum istirahat teratur dan asupan yang bergizi jangan lupa selalu bersyukur dan berdoa setiap saat alhamdulillah amin ya allah ya rabi alamin keren nih pak menteri badan usaha milik negara erick thohir semangat sehat pak,happy,0.16
tidak tau kenapa vibe pagi ini sedih pol,sad,0.66
kamu senang aku pun senang kamu sedih aku ikut sedih tapi beda lagi ya ceritanya kalau kamu sedih pas putus sama dia,sad,0.68
tidak kuat tertawa banget apa tidak malu iya orngny di spill begini,happy,0.08
ingin blink selca day tetapi malu,anxious,0.8
makin kesini makin sepi karena sudah pada close sama inactive kan sha,neutral,0.32
kehilangan semangat buat kenapa apa agak random sih di kantor sama dia,sad,0.83
lelah menghadapi orang yang egois tapi ya sudahlah,angry,0.69
aku baru bangun tidur langsung lihat ada kabar baik alhamdulillah jimin sudah sembuh,happy,0.15
hujan macam ini enak ngezoo ah,happy,0.07
jangan takut oleh jarak karena jarak yang telah mempertemukan kita,neutral,0.24
lah itu adalah kesntuh semua sarafnya stres sedih marah frustasi cemas mual tegang langsung bablas hilang mana cantik banget genggamannya,neutral,0.33
orang itu bikin emosi banget sih pas perjalanan sama keluarga,angry,0.75
hari ini produktif dan suasana hati bagus sih di kampus,happy,0.26
geram banget sama pelayanan tadi dari tadi kepikiran di kantor sama keluarga,angry,0.86
saya dapat cerita itu dari hasil dengar kajian ustad hanan attaki bukan hasil baca sembarangan bukan juga hasil googling bukan juga dari injil kalau asumsi saya dikata yang tidak tidak iya anggap saja itu pertanyaan dari pikiran saya yang dangkal ini terima kasih,neutral,0.33
rangnick siapapun bisa membayangkan bagaimana yang dirasakan elanga dia hancur dan benar benar kecewa bbc,neutral,0.24
senyum sendiri pas ingat kejadian tadi dari tadi kepikiran di rumah,happy,0.11
biasa dirapel ya makannya,neutral,0.22
ada yang mata nya sembab begadang sembari menahan tangis,sad,0.56
enak mek,happy,0.05
seng semangat ah,happy,0.05
yang semangat cantik,happy,0.14
senyum sendiri pas ingat kejadian tadi hari ini di rumah,happy,0.2
yuk semangat yuk,happy,0.11
akhir minggu ini seru banget sih bareng teman sama teman kantor,happy,0.23
lelah menghadapi orang yang egois dari tadi kepikiran di kampus sama teman kantor,angry,0.69
alhamdulliah jimin happy banget dapat kabar baik sehat sehat terus ya kesayangan banyak orang untuk yang lain juga tetap jaga kesehatan ya,happy,0.16
tapi seru juga ya bacakan twit yang kemarin kemarin feeling orang gilanya dapat banget aku suka mentertawakan nasibku sendiri,happy,0.18
kepikiran banyak hal sampai susah tidur sih di kampus sama dia,anxious,0.71
akhir minggu ini seru banget hari ini bareng teman sendiri,happy,0.09
rasanya ingin marah terus banget bareng teman sama teman kantor,angry,0.95
sumpah ya saya sampai takut tiap papasan sama ayam pasti ngelambat soalnya dia itu bukannya minggir yang lebih dekat tapi malah nyebrang,anxious,0.88
bagi gue yang taurus ya taulah kebanyakan taurus itu keras kepalanya banget banget egoisnya tinggi sok cuek padahal adalah bawa perasaan kalau soal cinta taurus susah buka hati tapi sekali menemukan yang dia suka dan dia sreg dia bakal budak cinta banget meskipun akhirnya putus,neutral,0.38
kalau anggaran tiap bulan ya bangkrut ya kalau lagi butuh saja dong masa teroris pakai musim kadang muncul nanti sepi nanti muncul lagi kalau teroris ada ya terus dong aksinya sekalian sekarang lagi ada covid pas pemerintah sibuk ternyata terorisnya libur kalau pemerintah sibuk,sad,0.76
ada satu lagi harganya lebih mahal tapi memang bahannya enak banget entar ya ku cek lagi,neutral,0.37
sibuk banget sama kuliah apalagi sudah praktikum offline jadi bolak balik lab tiap hari terus balik indekos suka cape jadi tidak sempat buka twit sedih,sad,0.62
jangan ragu ragu,neutral,0.31
salah bagi orang yang pikirannya negatif mulu beginian doanh sebenarnya biasa saja tapi pasti nanti ada saja yang marah marah itu,neutral,0.21
sudah sabar tapi masih dibohongi dari tadi kepikiran sendiri,angry,0.94
sudah sabar tapi masih dibohongi dari tadi kepikiran di kantor sama dia,angry,0.79
khawatir sama kondisi sekarang hari ini sama keluarga,anxious,0.72
rasanya gugup terus hari ini dan kepikiran terus tadi pagi sama teman kantor,anxious,0.71
lelah sih tapi puas hasilnya bagus sih pas perjalanan sendiri,happy,0.06
cemas memikirkan masa depan agak random sih tadi pagi sama keluarga,anxious,0.95
kenapa sih harus bikin masalah terus serius di rumah,angry,0.91
terima kasih ya sudah bikin hariku lebih baik dari tadi kepikiran pas perjalanan,happy,0.3
walaupun aku sedikit kecewa tadi malam karena bang twittis ngorok di space tetapi pengguna gitar aku ingin mengucapkan selamat pagi bang jangan lupa minum kopi ada tidak bang kopi merek suzuki,neutral,0.34
senyum sendiri pas ingat kejadian tadi banget pas perjalanan sama teman kantor,happy,0.09
senang banget hari ini ketemu teman lama banget asli bareng teman sama dia,happy,0.05
dari turunkan ayam kupang baik buat polisi majukan industri sumber makanan negara kita negara tropika kot apa jadah harap makanan ternakan impor bodoh sangat ke orang malaysia sampai dedak ayam pun tak boleh buat sendiri,angry,0.97
aku kok merasa ada difase maj up apapun malu ya sekarang,sad,0.74
kesal banget sama orang yang tidak tepat waktu serius di kantor sendiri,angry,0.93
ayam mahal minyak masak mahal bahan mentah mahal nak naik harga banyak kang customer marah serba salah dibuatnya tak tahulah sampai bila nak terus bertahan ada tak peniaga f b yang rasa macam nih juga,sad,0.7
deg degan menunggu hasil pengumuman banget asli pas perjalanan sama dia,anxious,0.95
kelas saya ya begitu deh kayak kelas biasa sesi a ribut banget tetapi sesi b nya sepi banget huhu hobinya ngevlog dikelas apa saja kalau ada kegiatan selalu dibuat vlog,neutral,0.24
lelah sama keadaan sekarang banget pas perjalanan,sad,0.76
tidak usah kaget kalau tiba saya jadi benci sama saudara gue dasar orang tak tau diri benalu kacang lupa kulit bajingan sama saudara sendiri,angry,0.97
kalau makan pakai mie enak,happy,0.15
mau bertapa mau balas dendam sepertinya tidak bisa sih tetapi lets give itu a try hshsjsksk fevereverie sih kamu soon i guess,neutral,0.26
kenapa sih harus bikin masalah terus jujur saja pas perjalanan sendiri,angry,0.91
bisa jadi hal tersebut adalah dendam kesumat dari kelompok orang yang terjungkal di karena ambisi ingin mguasai dan kbencian itu juga mrembet ke organisasi masyarakat alim ulama yang saat itu unjuk rasa agr orang tersebut segera diadili,neutral,0.29
kesal banget sama orang yang tidak tepat waktu dan kepikiran terus di kantor sama keluarga,angry,0.77
ih kok enak liburr,happy,0.15
nih nder ayo semangat,happy,0.03
terima kasih ya sudah bikin hariku lebih baik sih di kantor sama teman kantor,happy,0.08
lelah sih tapi puas hasilnya bagus hari ini bareng teman sama dia,happy,0.14
sudah makan belum bang janganlah marah atau sedih karena kalah,angry,0.89
sedih,sad,0.73
jadi ikut sedih anjir,sad,0.77
santai saja bagi aku bertanya karena memang tak tau di caption fungsi nya untuk mengurangi kelelahan aku baru tau cara kerja nya yang tak tau santai ya bagi jangan gampang goblok goblokan orang goblok,angry,0.9
papa aku itu suka banget tau min belanja di toko hijau pokoknya dia kalau beli barang kalau bukan di toko hijau dia tidak mau beli,neutral,0.32
sudah sabar tapi masih dibohongi dari tadi kepikiran sama keluarga,angry,0.83
kesal banget sama orang yang tidak tepat waktu serius waktu malam sama keluarga,angry,0.76
nyenye nya cowok sekarang banyak yang bangsat,angry,0.98
akhirnya lolos interview kerja dari tadi kepikiran di rumah sama dia,happy,0.24
pas sange ingin melakukan itu sama seseorang tapi takut,anxious,0.8
anxious banget sebelum meeting tadi dari tadi kepikiran di kantor sendiri,anxious,0.94
sedih banget masih pagi,sad,0.69
sudah sabar tapi masih dibohongi banget bareng teman sama dia,angry,0.71
lao yan karena dia itu tipe tipe tsundere suka banget goda ah qiao meskipun begitu dia selalu nolong ah qiao,neutral,0.27
masih susah pindah on dari kejadian itu banget asli sama keluarga,sad,0.76
takut gagal di presentasi besok agak random sih pas perjalanan sama dia,anxious,0.76
ayah ku berkata lelaki itu tidak boleh di paksa dalam hal apapun dimakan saja dan bersabarlah jika ia jodohmu ia akan kembali dan menjemput mu tanpa kamu mintai,neutral,0.28
geram banget sama pelayanan tadi padahal sudah coba santai di kampus sendiri,angry,0.87
kesal banget hari ini dari tadi kepikiran di kantor sama keluarga,angry,0.85
takut banget casenya,anxious,0.86
padahal deh gea baru dapat penghargaan sudah dibuat sedih lagi sama tim tolol,angry,0.94
pagi neng semangat sekolahnya,happy,0.01
kecewa banget sama hasilnya di rumah sama keluarga,sad,0.56
busyet bujubuneng kamu baru kaget sekarang selama ini ke mana saja tong apa saja kamu pakde,angry,0.99
kenapa sih harus bikin masalah terus padahal sudah coba santai di kampus sama teman kantor,angry,0.93
hari ini belum mengerjakan tugas sama sekali malas banget takut menumpuk tapi malas,anxious,0.86
geram banget sama pelayanan tadi padahal sudah coba santai tadi pagi sama keluarga,angry,0.68
tuhan itu maha memberi dia suka melihat manusia yang suka memberi sebab itulah dia ciptakan kekasihmu agar kamu bisa memberinya cinta,neutral,0.23
dapat kabar baik dari keluarga tadi pagi lucu di kampus sendiri,happy,0.1
akhirnya lolos interview kerja banget tadi pagi sama teman kantor,happy,0.2
ngilunya menyebar keseluruh badan bikin kamu jadi sesak napas juga jadi kayak saya suka lupa buat napas lagi saking mending gue tahan napas saja pokoknya sakit banget tidak kuaat tetapi saya keukeuh tidak mau berobat kayak malash lucu wkwk jadi saya diamkan saja,sad,0.6
anxious banget sebelum meeting tadi dan kepikiran terus pas perjalanan sama keluarga,anxious,0.79
gue menyerah joki saja kali ya tugas poem ya allah kenapa aku bego b ing,angry,0.86
senang banget hari ini ketemu teman lama padahal sudah coba santai di rumah sama teman kantor,happy,0.09
pagi moots semangat besok kembali menganggur,happy,0.01
semangat kali ya,happy,0.04
takut kalau hasilnya jelek pas perjalanan sama dia,anxious,0.72
bego dimananyaa eluu ih,angry,0.94
malam ini kepikiran terus jadi sedih di rumah sama keluarga,sad,0.74
tidak usah memberi gue aturan di luar kemampuan gue kamu bukan siapa siapa bego,angry,0.86
sdf rek info sarapan pagi seng enak lucu gue,happy,0.18
senang banget hari ini ketemu teman lama jujur saja waktu malam sama keluarga,happy,0.18
asli kusut lucu ha,sad,0.7
hem tetapi jawabannya bukan versi detika sih ini tetapi tetap menarik dibaca,neutral,0.31
khawatir sama kondisi sekarang serius,anxious,0.89
sok an kaget dasar beban,angry,0.98
geram banget sama pelayanan tadi waktu malam,angry,0.92
makanya tidak fanatik sama politisi bro hingga saya yang menilai obyektif dikira benci saya rakyat biasa bro jadi politisi atau pendukung politisi yang cuma mentingin pribadi golongannya saja,neutral,0.22
sudah dibuat malu lewat media sosial terus dengan gampangnya mau diajak balikankalo tidak bodoh apalagi namanya,neutral,0.23
bingung dan takut ambil keputusan di kampus sama keluarga,anxious,0.86
marah marah malu hamil iya,neutral,0.37
energi sebaiknya digunakan untuk latihan pikir kritis dan mandiri daripada mlintira cari pembenaran beri asupan gizi wawasan dengan pengetahuan nasihat baik itu banyak dan bisa datang dari mana saja jangan batasi rugi siapapun kadang benar tapi juga sangat bisa salah termasuk saya,neutral,0.26
supaya generasi yang sekarang jadi bodoh kan mudah di begoin,angry,0.9
happy birthday valee bahagia selalu,happy,0.1
akhir minggu ini seru banget dan kepikiran terus sama dia,happy,0.11
cintai bahagia karena dia membuatmu ceria tapi cintai juga sedih karena dia membuatmu dewasa,sad,0.66
kehilangan semangat buat kenapa apa padahal sudah coba santai pas perjalanan sama keluarga,sad,0.74
kehilangan semangat buat kenapa apa sumpah di rumah sama dia,sad,0.69
memang ya kalau sudah ragu mending tidak usah sekalian,anxious,0.86
orang adalah enak punya tempat curhat selain tuhan ya maksudnya lah gue kalau curhat ke siapa guamah berbicara benar bisa disalahkan apalagi salah duh,angry,0.94
baru saja mengirim foto brebes jawa tengah indonesia,neutral,0.21
rasanya sedih banget akhir akhir ini banget sendiri,sad,0.67
duren kalau langsung tidak enak kalau olahan baru enak takut cium baunya,anxious,0.8
takut kalau hasilnya jelek lucu di rumah sama dia,anxious,0.92
dapat kabar baik dari keluarga tadi pagi di kampus sama dia,happy,0.07
kesal banget hari ini banget asli di kampus sendiri,angry,0.71
akhirnya tugas selesai juga lega banget dan kepikiran terus sama dia,happy,0.11
saya juga tadi salah nder jawabnya tetapi bomat who cares biarkan saja lagian kamu sudah hebat mau dan berani jawab pertanyaan gurunya jadi tidak usah malu ya nder,neutral,0.23
lelah sama keadaan sekarang sumpah bareng teman sendiri,sad,0.69
untuk minato jangan terlihat begitu sedih minato aku bahagia kebahagiaan itu karena kamu mencintaiku,neutral,0.28
ramah tamah rajin marah tak mau mengalah,angry,0.91
