text,emotion_label,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,emotion_id
uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener2 semakin dewasa ada aja yang harus dipikir,fear,uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener semakin dewasa ada aja yang harus dipikir,uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener2 semakin dewasa ada aja yang harus dipikir,uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa saja dari luar emang bener2 semakin dewasa ada saja yang harus dipikir,"['uda', 'berusaha', 'untuk', 'mengurangi', 'faktor', 'cemas', 'dari', 'diri', 'sendiri', 'lho', 'adaa', 'saja', 'dari', 'luar', 'emang', 'bener2', 'semakin', 'dewasa', 'ada', 'saja', 'yang', 'harus', 'dipikir']","['uda', 'berusaha', 'mengurangi', 'faktor', 'cemas', 'lho', 'adaa', 'emang', 'bener2', 'dewasa', 'dipikir']",uda berusaha mengurangi faktor cemas lho adaa emang bener2 dewasa dipikir,1
Tadi malam pas takut mengecewakan tim aku jadi overthinking terus,fear,Tadi malam pas takut mengecewakan tim aku jadi overthinking terus,tadi malam pas takut mengecewakan tim aku jadi overthinking terus,tadi malam pas takut mengecewakan tim aku jadi overthinking terus,"['tadi', 'malam', 'pas', 'takut', 'mengecewakan', 'tim', 'aku', 'jadi', 'overthinking', 'terus']","['malam', 'pas', 'takut', 'mengecewakan', 'tim', 'overthinking']",malam pas takut mengecewakan tim overthinking,1
Aku panik karena AI menggantikan pekerjaan rasanya ga tenang,fear,Aku panik karena AI menggantikan pekerjaan rasanya ga tenang,aku panik karena ai menggantikan pekerjaan rasanya ga tenang,aku panik karena ai menggantikan pekerjaan rasanya ga tenang,"['aku', 'panik', 'karena', 'ai', 'menggantikan', 'pekerjaan', 'rasanya', 'ga', 'tenang']","['panik', 'ai', 'menggantikan', 'pekerjaan', 'tenang']",panik ai menggantikan pekerjaan tenang,1
Aku cuma belajar online ga terlalu capek juga,neutral,Aku cuma belajar online ga terlalu capek juga,aku cuma belajar online ga terlalu capek juga,aku cuma belajar online ga terlalu capek juga,"['aku', 'cuma', 'belajar', 'online', 'ga', 'terlalu', 'capek', 'juga']","['belajar', 'online', 'capek']",belajar online capek,3
Aku lagi karena main game sebentar,neutral,Aku lagi karena main game sebentar,aku lagi karena main game sebentar,aku lagi karena main game sebentar,"['aku', 'lagi', 'karena', 'main', 'game', 'sebentar']","['main', 'game', 'sebentar']",main game sebentar,3
Sekarang lagi takut karena sidang skripsi gagal aku jadi overthinking terus,fear,Sekarang lagi takut karena sidang skripsi gagal aku jadi overthinking terus,sekarang lagi takut karena sidang skripsi gagal aku jadi overthinking terus,sekarang lagi takut karena sidang skripsi gagal aku jadi overthinking terus,"['sekarang', 'lagi', 'takut', 'karena', 'sidang', 'skripsi', 'gagal', 'aku', 'jadi', 'overthinking', 'terus']","['takut', 'sidang', 'skripsi', 'gagal', 'overthinking']",takut sidang skripsi gagal overthinking,1
Seneng banget presentasi lancar dan hariku jadi lebih enak,happy,Seneng banget presentasi lancar dan hariku jadi lebih enak,seneng banget presentasi lancar dan hariku jadi lebih enak,seneng banget presentasi lancar dan hariku jadi lebih enak,"['seneng', 'banget', 'presentasi', 'lancar', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['seneng', 'banget', 'presentasi', 'lancar', 'hariku', 'enak']",seneng banget presentasi lancar hariku enak,2
Aku takut kalau pas AI menggantikan pekerjaan seharian jadi kepikiran,fear,Aku takut kalau pas AI menggantikan pekerjaan seharian jadi kepikiran,aku takut kalau pas ai menggantikan pekerjaan seharian jadi kepikiran,aku takut kalau pas ai menggantikan pekerjaan seharian jadi terpikirkan,"['aku', 'takut', 'kalau', 'pas', 'ai', 'menggantikan', 'pekerjaan', 'seharian', 'jadi', 'terpikirkan']","['takut', 'pas', 'ai', 'menggantikan', 'pekerjaan', 'seharian', 'terpikirkan']",takut pas ai menggantikan pekerjaan seharian terpikirkan,1
"Aku puas karena, nilai revisi naik aku jadi lebih percaya diri",happy,Aku puas karena nilai revisi naik aku jadi lebih percaya diri,"aku puas karena, nilai revisi naik aku jadi lebih percaya diri","aku puas karena, nilai revisi naik aku jadi lebih percaya diri","['aku', 'puas', 'karena', ',', 'nilai', 'revisi', 'naik', 'aku', 'jadi', 'lebih', 'percaya', 'diri']","['puas', ',', 'nilai', 'revisi', 'percaya']","puas , nilai revisi percaya",2
Rasanya gagal lomba rasanya pengen sendiri dulu,sad,Rasanya gagal lomba rasanya pengen sendiri dulu,rasanya gagal lomba rasanya pengen sendiri dulu,rasanya gagal lomba rasanya pengen sendiri dulu,"['rasanya', 'gagal', 'lomba', 'rasanya', 'pengen', 'sendiri', 'dulu']","['gagal', 'lomba', 'pengen']",gagal lomba pengen,4
Deg-degan banget pas orang tua sakit seharian jadi kepikiran,fear,Degdegan banget pas orang tua sakit seharian jadi kepikiran,deg-degan banget pas orang tua sakit seharian jadi kepikiran,deg-degan banget pas orang tua sakit seharian jadi terpikirkan,"['deg-degan', 'banget', 'pas', 'orang', 'tua', 'sakit', 'seharian', 'jadi', 'terpikirkan']","['deg-degan', 'banget', 'pas', 'orang', 'tua', 'sakit', 'seharian', 'terpikirkan']",deg-degan banget pas orang tua sakit seharian terpikirkan,1
"semoga cepat sembuh pak,, salam untuk keluarga besar. tetap semangat,,",happy,semoga cepat sembuh pak salam untuk keluarga besar tetap semangat,"semoga cepat sembuh pak,, salam untuk keluarga besar. tetap semangat,,","semoga cepat sembuh pak,, salam untuk keluarga besar. tetap semangat,,","['semoga', 'cepat', 'sembuh', 'pak', ',', ',', 'salam', 'untuk', 'keluarga', 'besar', '.', 'tetap', 'semangat', ',', ',']","['semoga', 'cepat', 'sembuh', ',', ',', 'salam', 'keluarga', '.', 'semangat', ',', ',']","semoga cepat sembuh , , salam keluarga . semangat , ,",2
Aku kecewa karena karena orang rumah lagi ribut,sad,Aku kecewa karena karena orang rumah lagi ribut,aku kecewa karena karena orang rumah lagi ribut,aku kecewa karena karena orang rumah lagi ribut,"['aku', 'kecewa', 'karena', 'karena', 'orang', 'rumah', 'lagi', 'ribut']","['kecewa', 'orang', 'rumah', 'ribut']",kecewa orang rumah ribut,4
Aku lagi pas scroll media sosial kayak hari biasa aja,neutral,Aku lagi pas scroll media sosial kayak hari biasa aja,aku lagi pas scroll media sosial kayak hari biasa aja,aku lagi pas scroll media sosial kayak hari biasa saja,"['aku', 'lagi', 'pas', 'scroll', 'media', 'sosial', 'kayak', 'hari', 'biasa', 'saja']","['pas', 'scroll', 'media', 'sosial', 'kayak']",pas scroll media sosial kayak,3
"Tadi siang, akun tiba-tiba logout kepala langsung panas",angry,Tadi siang akun tibatiba logout kepala langsung panas,"tadi siang, akun tiba-tiba logout kepala langsung panas","tadi siang, akun tiba-tiba logout kepala langsung panas","['tadi', 'siang', ',', 'akun', 'tiba-tiba', 'logout', 'kepala', 'langsung', 'panas']","['siang', ',', 'akun', 'logout', 'kepala', 'langsung', 'panas']","siang , akun logout kepala langsung panas",0
Mood langsung rusak karena kerjaan dilempar terus jadi pengen marah-marah,angry,Mood langsung rusak karena kerjaan dilempar terus jadi pengen marahmarah,mood langsung rusak karena kerjaan dilempar terus jadi pengen marah-marah,mood langsung rusak karena kerjaan dilempar terus jadi pengen marah-marah,"['mood', 'langsung', 'rusak', 'karena', 'kerjaan', 'dilempar', 'terus', 'jadi', 'pengen', 'marah-marah']","['mood', 'langsung', 'rusak', 'kerjaan', 'dilempar', 'pengen', 'marah-marah']",mood langsung rusak kerjaan dilempar pengen marah-marah,0
ngeri yaampun,fear,ngeri yaampun,ngeri yaampun,ngeri yaampun,"['ngeri', 'yaampun']","['ngeri', 'yaampun']",ngeri yaampun,1
"ga adaa!! barusan bgt jatohin pot bunga bokap, gue dimarahin dia cmn duduk santai di deket pot bunga ntu",sad,ga adaa barusan bgt jatohin pot bunga bokap gue dimarahin dia cmn duduk santai di deket pot bunga ntu,"ga adaa!! barusan bgt jatohin pot bunga bokap, gue dimarahin dia cmn duduk santai di deket pot bunga ntu","ga adaa!! barusan banget jatohin pot bunga bokap, saya dimarahin dia cmn duduk santai di deket pot bunga ntu","['ga', 'adaa', '!', '!', 'barusan', 'banget', 'jatohin', 'pot', 'bunga', 'bokap', ',', 'saya', 'dimarahin', 'dia', 'cmn', 'duduk', 'santai', 'di', 'deket', 'pot', 'bunga', 'ntu']","['adaa', '!', '!', 'barusan', 'banget', 'jatohin', 'pot', 'bunga', 'bokap', ',', 'dimarahin', 'cmn', 'duduk', 'santai', 'deket', 'pot', 'bunga', 'ntu']","adaa ! ! barusan banget jatohin pot bunga bokap , dimarahin cmn duduk santai deket pot bunga ntu",4
"Barusan, berhasil push rank meski kemarin sempat capek",happy,Barusan berhasil push rank meski kemarin sempat capek,"barusan, berhasil push rank meski kemarin sempat capek","barusan, berhasil push rank meski kemarin sempat capek","['barusan', ',', 'berhasil', 'push', 'rank', 'meski', 'kemarin', 'sempat', 'capek']","['barusan', ',', 'berhasil', 'push', 'rank', 'kemarin', 'capek']","barusan , berhasil push rank kemarin capek",2
Aku marah karena karena kerjaan dilempar terus jadi pengen marah-marah,angry,Aku marah karena karena kerjaan dilempar terus jadi pengen marahmarah,aku marah karena karena kerjaan dilempar terus jadi pengen marah-marah,aku marah karena karena kerjaan dilempar terus jadi pengen marah-marah,"['aku', 'marah', 'karena', 'karena', 'kerjaan', 'dilempar', 'terus', 'jadi', 'pengen', 'marah-marah']","['marah', 'kerjaan', 'dilempar', 'pengen', 'marah-marah']",marah kerjaan dilempar pengen marah-marah,0
"Aku jadi kepikiran, takut ga lolos seleksi dan susah tidur jadinya",fear,Aku jadi kepikiran takut ga lolos seleksi dan susah tidur jadinya,"aku jadi kepikiran, takut ga lolos seleksi dan susah tidur jadinya","aku jadi kepikiran, takut ga lolos seleksi dan susah tidur jadinya","['aku', 'jadi', 'kepikiran', ',', 'takut', 'ga', 'lolos', 'seleksi', 'dan', 'susah', 'tidur', 'jadinya']","['kepikiran', ',', 'takut', 'lolos', 'seleksi', 'susah', 'tidur']","kepikiran , takut lolos seleksi susah tidur",1
Kesel banget chat penting dicuekin aku jadi susah tenang,angry,Kesel banget chat penting dicuekin aku jadi susah tenang,kesel banget chat penting dicuekin aku jadi susah tenang,kesel banget chat penting dicuekin aku jadi susah tenang,"['kesel', 'banget', 'chat', 'penting', 'dicuekin', 'aku', 'jadi', 'susah', 'tenang']","['kesel', 'banget', 'chat', 'dicuekin', 'susah', 'tenang']",kesel banget chat dicuekin susah tenang,0
"dari awal gasuka karakternya nu, knp dia bisa seserakah itu?? dan bodoh bgt segitu butanya. this is why i called him a jerk",angry,dari awal gasuka karakternya nu knp dia bisa seserakah itu dan bodoh bgt segitu butanya this is why i called him a jerk,"dari awal gasuka karakternya nu, knp dia bisa seserakah itu?? dan bodoh bgt segitu butanya. this is why i called him a jerk","dari awal gasuka karakternya nu, kenapa dia bisa seserakah itu?? dan bodoh banget segitu butanya. this is why i called him a jerk","['dari', 'awal', 'gasuka', 'karakternya', 'nu', ',', 'kenapa', 'dia', 'bisa', 'seserakah', 'itu', '?', '?', 'dan', 'bodoh', 'banget', 'segitu', 'butanya', '.', 'this', 'is', 'why', 'i', 'called', 'him', 'a', 'jerk']","['gasuka', 'karakternya', 'nu', ',', 'seserakah', '?', '?', 'bodoh', 'banget', 'segitu', 'butanya', '.', 'called', 'jerk']","gasuka karakternya nu , seserakah ? ? bodoh banget segitu butanya . called jerk",0
aku minta maaf karena memberitahu semua orang soal ibumu aku kangen menjadi temanmu kau baik-baik saja? aku melihatmu lily,neutral,aku minta maaf karena memberitahu semua orang soal ibumu aku kangen menjadi temanmu kau baikbaik saja aku melihatmu lily,aku minta maaf karena memberitahu semua orang soal ibumu aku kangen menjadi temanmu kau baik-baik saja? aku melihatmu lily,aku minta maaf karena memberitahu semua orang soal ibumu aku kangen menjadi temanmu kamu baik-baik saja? aku melihatmu lily,"['aku', 'minta', 'maaf', 'karena', 'memberitahu', 'semua', 'orang', 'soal', 'ibumu', 'aku', 'kangen', 'menjadi', 'temanmu', 'kamu', 'baik-baik', 'saja', '?', 'aku', 'melihatmu', 'lily']","['maaf', 'memberitahu', 'orang', 'ibumu', 'kangen', 'temanmu', 'baik-baik', '?', 'melihatmu', 'lily']",maaf memberitahu orang ibumu kangen temanmu baik-baik ? melihatmu lily,3
"topa tolol, bukan berarti semua orang ikut pindah",angry,topa tolol bukan berarti semua orang ikut pindah,"topa tolol, bukan berarti semua orang ikut pindah","topa tolol, bukan berarti semua orang ikut pindah","['topa', 'tolol', ',', 'bukan', 'berarti', 'semua', 'orang', 'ikut', 'pindah']","['topa', 'tolol', ',', 'orang', 'pindah']","topa tolol , orang pindah",0
"wta, kalo gini gimana biar kaya normal lagi? money!",neutral,wta kalo gini gimana biar kaya normal lagi money,"wta, kalo gini gimana biar kaya normal lagi? money!","wta, kalau gini bagaimana biar kaya normal lagi? money!","['wta', ',', 'kalau', 'gini', 'bagaimana', 'biar', 'kaya', 'normal', 'lagi', '?', 'money', '!']","['wta', ',', 'gini', 'biar', 'kaya', 'normal', '?', 'money', '!']","wta , gini biar kaya normal ? money !",3
Seneng banget gaji cair lebih cepat,happy,Seneng banget gaji cair lebih cepat,seneng banget gaji cair lebih cepat,seneng banget gaji cair lebih cepat,"['seneng', 'banget', 'gaji', 'cair', 'lebih', 'cepat']","['seneng', 'banget', 'gaji', 'cair', 'cepat']",seneng banget gaji cair cepat,2
Hari ini pas gagal mencapai target,sad,Hari ini pas gagal mencapai target,hari ini pas gagal mencapai target,hari ini pas gagal mencapai target,"['hari', 'ini', 'pas', 'gagal', 'mencapai', 'target']","['pas', 'gagal', 'mencapai', 'target']",pas gagal mencapai target,4
"haha iya, kamu juga harus semangat!",happy,haha iya kamu juga harus semangat,"haha iya, kamu juga harus semangat!","tertawa iya, kamu juga harus semangat!","['tertawa', 'iya', ',', 'kamu', 'juga', 'harus', 'semangat', '!']","['tertawa', ',', 'semangat', '!']","tertawa , semangat !",2
Weekend ini karena main game sebentar,neutral,Weekend ini karena main game sebentar,weekend ini karena main game sebentar,weekend ini karena main game sebentar,"['weekend', 'ini', 'karena', 'main', 'game', 'sebentar']","['weekend', 'main', 'game', 'sebentar']",weekend main game sebentar,3
"suka banget sama dialog ini, simple tapi ngena buat gue pribadi, harus diabadikan /ckrek",happy,suka banget sama dialog ini simple tapi ngena buat gue pribadi harus diabadikan ckrek,"suka banget sama dialog ini, simple tapi ngena buat gue pribadi, harus diabadikan /ckrek","suka banget sama dialog ini, simple tapi ngena buat saya pribadi, harus diabadikan /ckrek","['suka', 'banget', 'sama', 'dialog', 'ini', ',', 'simple', 'tapi', 'ngena', 'buat', 'saya', 'pribadi', ',', 'harus', 'diabadikan', '/ckrek']","['suka', 'banget', 'dialog', ',', 'simple', 'ngena', 'pribadi', ',', 'diabadikan', '/ckrek']","suka banget dialog , simple ngena pribadi , diabadikan /ckrek",2
Hari ini biasa aja karena cek email kantor,neutral,Hari ini biasa aja karena cek email kantor,hari ini biasa aja karena cek email kantor,hari ini biasa saja karena cek email kantor,"['hari', 'ini', 'biasa', 'saja', 'karena', 'cek', 'email', 'kantor']","['cek', 'email', 'kantor']",cek email kantor,3
Akhir-akhir ini pas AI menggantikan pekerjaan seharian jadi kepikiran,fear,Akhirakhir ini pas AI menggantikan pekerjaan seharian jadi kepikiran,akhir-akhir ini pas ai menggantikan pekerjaan seharian jadi kepikiran,akhir-akhir ini pas ai menggantikan pekerjaan seharian jadi terpikirkan,"['akhir-akhir', 'ini', 'pas', 'ai', 'menggantikan', 'pekerjaan', 'seharian', 'jadi', 'terpikirkan']","['akhir-akhir', 'pas', 'ai', 'menggantikan', 'pekerjaan', 'seharian', 'terpikirkan']",akhir-akhir pas ai menggantikan pekerjaan seharian terpikirkan,1
"Jujur, burnout kuliah aku jadi overthinking",sad,Jujur burnout kuliah aku jadi overthinking,"jujur, burnout kuliah aku jadi overthinking","jujur, burnout kuliah aku jadi overthinking","['jujur', ',', 'burnout', 'kuliah', 'aku', 'jadi', 'overthinking']","['jujur', ',', 'burnout', 'kuliah', 'overthinking']","jujur , burnout kuliah overthinking",4
Akhir-akhir ini karena tabungan makin menipis,fear,Akhirakhir ini karena tabungan makin menipis,akhir-akhir ini karena tabungan makin menipis,akhir-akhir ini karena tabungan makin menipis,"['akhir-akhir', 'ini', 'karena', 'tabungan', 'makin', 'menipis']","['akhir-akhir', 'tabungan', 'menipis']",akhir-akhir tabungan menipis,1
"Mood lagi bagus, nilai revisi naik",happy,Mood lagi bagus nilai revisi naik,"mood lagi bagus, nilai revisi naik","mood lagi bagus, nilai revisi naik","['mood', 'lagi', 'bagus', ',', 'nilai', 'revisi', 'naik']","['mood', 'bagus', ',', 'nilai', 'revisi']","mood bagus , nilai revisi",2
Sedih sih pas ga ada yang ngerti kondisi aku susah fokus sejak tadi,sad,Sedih sih pas ga ada yang ngerti kondisi aku susah fokus sejak tadi,sedih sih pas ga ada yang ngerti kondisi aku susah fokus sejak tadi,sedih sih pas ga ada yang mengerti kondisi aku susah fokus sejak tadi,"['sedih', 'sih', 'pas', 'ga', 'ada', 'yang', 'mengerti', 'kondisi', 'aku', 'susah', 'fokus', 'sejak', 'tadi']","['sedih', 'pas', 'mengerti', 'kondisi', 'susah', 'fokus']",sedih pas mengerti kondisi susah fokus,4
Hari ini biasa aja jalan sore,neutral,Hari ini biasa aja jalan sore,hari ini biasa aja jalan sore,hari ini biasa saja jalan sore,"['hari', 'ini', 'biasa', 'saja', 'jalan', 'sore']","['jalan', 'sore']",jalan sore,3
Aku cuma pas main game sebentar,neutral,Aku cuma pas main game sebentar,aku cuma pas main game sebentar,aku cuma pas main game sebentar,"['aku', 'cuma', 'pas', 'main', 'game', 'sebentar']","['pas', 'main', 'game', 'sebentar']",pas main game sebentar,3
Aku lagi karena cek email kantor ga terlalu capek juga,neutral,Aku lagi karena cek email kantor ga terlalu capek juga,aku lagi karena cek email kantor ga terlalu capek juga,aku lagi karena cek email kantor ga terlalu capek juga,"['aku', 'lagi', 'karena', 'cek', 'email', 'kantor', 'ga', 'terlalu', 'capek', 'juga']","['cek', 'email', 'kantor', 'capek']",cek email kantor capek,3
"Untung aja, bisa tidur cukup aku jadi lebih percaya diri",happy,Untung aja bisa tidur cukup aku jadi lebih percaya diri,"untung aja, bisa tidur cukup aku jadi lebih percaya diri","untung aja, bisa tidur cukup aku jadi lebih percaya diri","['untung', 'aja', ',', 'bisa', 'tidur', 'cukup', 'aku', 'jadi', 'lebih', 'percaya', 'diri']","['untung', 'aja', ',', 'tidur', 'percaya']","untung aja , tidur percaya",2
Hari ini biasa aja nyuci motor lalu lanjut aktivitas lagi,neutral,Hari ini biasa aja nyuci motor lalu lanjut aktivitas lagi,hari ini biasa aja nyuci motor lalu lanjut aktivitas lagi,hari ini biasa saja nyuci motor lalu lanjut aktivitas lagi,"['hari', 'ini', 'biasa', 'saja', 'nyuci', 'motor', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['nyuci', 'motor', 'aktivitas']",nyuci motor aktivitas,3
